label,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92
0,0.345,0.545,0.105,0.005,0,0,0,0,0,0,0,0,0,0.1,0.18,0.255,0.24,0.185,0.03,0.01,0.06,0.27,0.545,0.095,0.025,0.005,0,0,0,0,-1.98047,9.5672,0.578319,35.5556,52,37.4,1.45165,2.79845,1.38782,0.126238,0.236886,0.141943,0.3553,0.486709,0.376753,0.346893,0.490319,0.489531,0.488219,0.486384,0.484029,0.481155,0.477766,0.473865,0.469457,0.464546,0.459138,0.453238,0.436431,0.616876,0.615885,0.614234,0.611926,0.608963,0.605347,0.601083,0.596176,0.59063,0.584451,0.577647,0.570224,0.342495,0.484102,0.483325,0.482029,0.480218,0.477892,0.475055,0.471709,0.467857,0.463505,0.458657,0.453317,0.447492,-0.756022,-0.111129,0.274568,-0.248533,0.146871,0.0418345,10.0989
0,0.32,0.55,0.13,0,0,0,0,0,0,0,0,0,0.01,0.08,0.205,0.25,0.205,0.215,0.03,0.005,0.07,0.32,0.475,0.115,0.02,0,0,0,0,0,-2.02712,9.55181,0.42548,36.8627,46.1905,37.2549,1.53361,2.8361,1.48173,0.137483,0.241223,0.142671,0.370787,0.491145,0.377718,0.348207,0.492176,0.491385,0.490068,0.488227,0.485862,0.482977,0.479576,0.47566,0.471235,0.466306,0.460877,0.454955,0.427837,0.604729,0.603757,0.602139,0.599876,0.596971,0.593427,0.589247,0.584436,0.578999,0.572943,0.566272,0.558996,0.344495,0.486929,0.486147,0.484844,0.483022,0.480683,0.477829,0.474463,0.470589,0.466212,0.461335,0.455964,0.450105,-0.756862,0.00446301,0.202066,-0.331641,0.226448,0.0235438,10.1105
0,0.375,0.485,0.14,0,0,0,0,0,0,0,0,0,0.02,0.095,0.155,0.29,0.22,0.16,0.05,0.01,0.08,0.36,0.415,0.12,0.02,0.005,0,0,0,0,-2.12637,9.50989,0.435487,35,45.9524,36.7925,1.57525,2.92222,1.58255,0.138855,0.251445,0.14611,0.372633,0.501443,0.382244,0.35789,0.505862,0.50505,0.503696,0.501803,0.499373,0.496408,0.492912,0.488887,0.484339,0.479273,0.473693,0.467606,0.442088,0.624872,0.623868,0.622196,0.619858,0.616856,0.613194,0.608875,0.603903,0.598286,0.592027,0.585135,0.577616,0.355812,0.502925,0.502117,0.500771,0.498889,0.496473,0.493526,0.490049,0.486048,0.481527,0.47649,0.470943,0.464891,-0.764685,-0.0304573,0.208895,-0.322235,0.182335,0.0459051,10.1083
0,0.37,0.505,0.125,0,0,0,0,0,0,0,0,0,0,0.085,0.2,0.26,0.25,0.14,0.05,0.015,0.1,0.33,0.425,0.125,0.02,0,0,0,0,0,-2.0549,9.66295,0.388994,37.6471,43.4091,39.7917,1.46904,2.79597,1.61984,0.127343,0.239284,0.14942,0.356852,0.489167,0.386548,0.337546,0.477107,0.47634,0.475064,0.473279,0.470987,0.46819,0.464892,0.461097,0.456807,0.452029,0.446766,0.441025,0.438056,0.619173,0.618178,0.616522,0.614205,0.61123,0.607601,0.603321,0.598396,0.592829,0.586628,0.579798,0.572348,0.349301,0.493722,0.492928,0.491607,0.48976,0.487388,0.484494,0.481082,0.477154,0.472715,0.46777,0.462325,0.456384,-0.784211,-0.00525403,0.193429,-0.34162,0.201944,0.069403,10.2149
0,0.345,0.595,0.06,0,0,0,0,0,0,0,0,0,0,0.095,0.195,0.265,0.23,0.16,0.035,0.02,0.075,0.32,0.505,0.065,0.035,0,0,0,0,0,-2.15013,9.55572,0.394461,36.9231,43.5714,35.9259,1.47826,2.85775,1.4941,0.129462,0.248202,0.145512,0.359808,0.498198,0.38146,0.348418,0.492474,0.491683,0.490365,0.488523,0.486157,0.48327,0.479866,0.475948,0.471521,0.466588,0.461156,0.455231,0.449616,0.635512,0.634491,0.632791,0.630413,0.62736,0.623635,0.619242,0.614186,0.608473,0.602108,0.595098,0.587451,0.353293,0.499364,0.498561,0.497225,0.495357,0.492958,0.490031,0.486579,0.482607,0.478117,0.473116,0.467608,0.461599,-0.774962,0.00690888,0.182962,-0.269669,0.235964,0.0184495,10.1322
0,0.365,0.505,0.125,0.005,0,0,0,0,0,0,0,0,0.005,0.1,0.19,0.25,0.225,0.19,0.04,0,0.085,0.34,0.46,0.095,0.02,0,0,0,0,0,-2.18652,9.52696,0.320537,35.1852,56.1765,39,1.71301,2.80237,1.4728,0.154183,0.239151,0.141388,0.392661,0.48903,0.376016,0.378337,0.534763,0.533904,0.532473,0.530472,0.527903,0.524768,0.521072,0.516818,0.51201,0.506654,0.500756,0.494321,0.437788,0.618794,0.6178,0.616144,0.613829,0.610856,0.607229,0.602952,0.598029,0.592466,0.586268,0.579443,0.571997,0.352237,0.497871,0.497071,0.495739,0.493876,0.491484,0.488566,0.485125,0.481164,0.476688,0.471702,0.46621,0.460219,-0.741841,0.0315122,0.151871,-0.315611,0.205947,0.00819231,10.14
0,0.425,0.455,0.115,0.005,0,0,0,0,0,0,0,0,0.005,0.105,0.19,0.245,0.24,0.165,0.035,0.015,0.075,0.38,0.465,0.06,0.02,0,0,0,0,0,-2.35729,9.52867,0.328585,38.0392,49.7436,39.5833,1.62327,2.94061,1.46789,0.140435,0.251666,0.136375,0.374746,0.501663,0.36929,0.357331,0.505072,0.504261,0.502909,0.50102,0.498593,0.495633,0.492142,0.488124,0.483583,0.478524,0.472953,0.466876,0.445274,0.629376,0.628365,0.626681,0.624326,0.621302,0.617613,0.613263,0.608256,0.602598,0.596294,0.589352,0.581779,0.341647,0.482903,0.482128,0.480836,0.479029,0.476709,0.473878,0.47054,0.466699,0.462357,0.457521,0.452194,0.446384,-0.790006,-0.0252681,0.163972,-0.326419,0.162437,0.0192415,10.1609
1,0.235,0.455,0.18,0.08,0.045,0.005,0,0,0,0,0.07,0.045,0.105,0.04,0.115,0.15,0.14,0.13,0.12,0.085,0.305,0.37,0.22,0.07,0.02,0.005,0.01,0,0,0,-0.972878,8.86216,-1.52069,34.1071,48,32,2.40873,5.51815,2.89875,0.258924,0.474796,0.296678,0.508846,0.689055,0.544681,0.449848,0.63584,0.634819,0.633118,0.630738,0.627684,0.623957,0.619562,0.614504,0.608787,0.602419,0.595406,0.587755,0.502748,0.710612,0.70947,0.707569,0.70491,0.701496,0.697331,0.692419,0.686766,0.680377,0.67326,0.665422,0.656871,0.471522,0.666476,0.665405,0.663622,0.661128,0.657927,0.65402,0.649414,0.644111,0.63812,0.631444,0.624093,0.616074,-0.14584,-0.129289,-0.235206,0.100789,-0.238587,0.0640973,11.1599
1,0.285,0.61,0.105,0,0,0,0,0,0,0,0,0,0,0.015,0.21,0.435,0.2,0.11,0.025,0.005,0.135,0.545,0.28,0.035,0.005,0,0,0,0,0,-1.75025,9.46044,-0.843745,37.2549,41.3043,36.9231,1.22078,2.10634,1.37717,0.116814,0.186578,0.130498,0.341781,0.431947,0.361245,0.344924,0.487535,0.486752,0.485447,0.483623,0.481281,0.478423,0.475053,0.471175,0.466792,0.461909,0.456531,0.450665,0.434703,0.614434,0.613446,0.611802,0.609503,0.606552,0.60295,0.598703,0.593815,0.588291,0.582137,0.57536,0.567967,0.348896,0.493149,0.492357,0.491037,0.489192,0.486823,0.483932,0.480524,0.476601,0.472167,0.467228,0.461788,0.455854,-0.762264,0.261639,-0.442125,-0.335004,-0.065254,-0.170334,9.91479
1,0.22,0.64,0.14,0,0,0,0,0,0,0,0,0,0,0.075,0.275,0.25,0.16,0.11,0.08,0.05,0.055,0.37,0.515,0.06,0,0,0,0,0,0,-1.48341,9.71963,0.14357,38.3673,52.5714,40,1.17593,3.16553,1.27629,0.106609,0.272751,0.118412,0.32651,0.522255,0.34411,0.324759,0.459032,0.458295,0.457067,0.455349,0.453144,0.450453,0.44728,0.443629,0.439502,0.434904,0.429841,0.424318,0.444264,0.627948,0.62694,0.625259,0.62291,0.619893,0.616213,0.611872,0.606877,0.601231,0.594942,0.588016,0.58046,0.332305,0.469699,0.468944,0.467687,0.46593,0.463673,0.46092,0.457674,0.453937,0.449714,0.44501,0.439829,0.434177,-0.763273,-0.0514819,0.0824963,-0.423615,0.0118663,0.00843318,10.0485
1,0.42,0.545,0.035,0,0,0,0,0,0,0,0,0,0,0.005,0.225,0.425,0.2,0.125,0.02,0,0.22,0.72,0.06,0,0,0,0,0,0,0,-2.30051,9.47004,-1.77745,38.6,51.0526,35.9259,1.10814,2.00904,0.990486,0.0984139,0.172731,0.0934068,0.31371,0.415609,0.305625,0.32116,0.453946,0.453217,0.452002,0.450304,0.448123,0.445462,0.442325,0.438713,0.434632,0.430086,0.425079,0.419616,0.406214,0.574166,0.573243,0.571707,0.569559,0.5668,0.563435,0.559466,0.554899,0.549737,0.543986,0.537653,0.530744,0.298961,0.422568,0.421889,0.420759,0.419178,0.417148,0.414671,0.41175,0.408388,0.404589,0.400357,0.395696,0.390611,-0.869502,0.691319,-0.813412,-0.317244,0.0148811,-0.243196,10.0564
1,0.19,0.69,0.115,0.005,0,0,0,0,0,0,0,0,0,0.07,0.31,0.245,0.17,0.09,0.065,0.05,0.045,0.445,0.455,0.05,0.005,0,0,0,0,0,-1.43803,9.54085,-0.0485863,40,48,38.6,0.98182,3.10538,1.07935,0.0908404,0.27174,0.105791,0.301397,0.521287,0.325255,0.30424,0.43003,0.429339,0.428188,0.426579,0.424513,0.421993,0.41902,0.415599,0.411733,0.407426,0.402683,0.397508,0.4409,0.623193,0.622192,0.620525,0.618193,0.615199,0.611546,0.607239,0.602281,0.596678,0.590437,0.583563,0.576064,0.313364,0.442927,0.442215,0.44103,0.439373,0.437245,0.434649,0.431587,0.428064,0.424082,0.419645,0.41476,0.40943,-0.801551,0.101405,-0.0353955,-0.441138,0.115936,-0.0141608,9.81397
1,0.325,0.575,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0.235,0.365,0.245,0.085,0.04,0.01,0.2,0.615,0.165,0.02,0,0,0,0,0,0,-1.94628,9.59036,-1.3839,36.9811,39.7917,37.1698,1.23354,2.21425,1.27697,0.110634,0.19976,0.120166,0.332617,0.446946,0.346649,0.332308,0.469703,0.468949,0.467692,0.465934,0.463678,0.460925,0.457678,0.453942,0.449719,0.445015,0.439834,0.434182,0.427878,0.604787,0.603815,0.602197,0.599934,0.597029,0.593484,0.589304,0.584492,0.579055,0.572998,0.566327,0.55905,0.311885,0.440836,0.440128,0.438948,0.437298,0.435181,0.432597,0.42955,0.426043,0.42208,0.417664,0.412802,0.407497,-0.792046,0.592256,-0.634115,-0.250918,0.206061,-0.129596,10.1158
1,0.27,0.625,0.105,0,0,0,0,0,0,0,0,0,0,0.045,0.2,0.41,0.185,0.1,0.025,0.035,0.18,0.575,0.22,0.025,0,0,0,0,0,0,-1.7433,9.54178,-1.02397,38.0392,45.25,38.4314,1.17976,2.37377,1.30846,0.108488,0.220512,0.124739,0.329375,0.469588,0.353184,0.329867,0.466252,0.465503,0.464256,0.462511,0.460271,0.457538,0.454316,0.450606,0.446415,0.441745,0.436602,0.430992,0.436524,0.617008,0.616017,0.614366,0.612057,0.609093,0.605477,0.601212,0.596303,0.590756,0.584577,0.577771,0.570347,0.322938,0.456459,0.455726,0.454504,0.452796,0.450604,0.447928,0.444773,0.441142,0.437038,0.432466,0.427432,0.421939,-0.797778,0.417361,-0.524886,-0.410438,0.0708945,-0.177575,9.98584
1,0.305,0.56,0.125,0.01,0,0,0,0,0,0,0,0,0,0.085,0.26,0.28,0.17,0.115,0.04,0.05,0.105,0.465,0.395,0.03,0.005,0,0,0,0,0,-1.71683,9.54916,-0.373806,43.3333,47.5,39.5833,1.21642,2.97395,1.29777,0.116267,0.263207,0.122907,0.340979,0.513037,0.350581,0.337208,0.476629,0.475864,0.474588,0.472805,0.470515,0.467722,0.464427,0.460635,0.45635,0.451577,0.446319,0.440584,0.444961,0.628933,0.627923,0.62624,0.623887,0.620865,0.617179,0.612832,0.607828,0.602174,0.595875,0.588938,0.58137,0.334364,0.47261,0.47185,0.470586,0.468817,0.466547,0.463777,0.46051,0.45675,0.452501,0.447768,0.442555,0.436868,-0.771546,0.272492,-0.17344,-0.392726,0.178415,0.0632391,9.95932
1,0.285,0.65,0.06,0.005,0,0,0,0,0,0,0,0,0,0.01,0.2,0.44,0.22,0.12,0.01,0,0.33,0.63,0.04,0,0,0,0,0,0,0,-1.92784,9.47341,-2.12262,38.0392,47.5,40.2083,1.17955,1.90924,1.19756,0.110577,0.165953,0.107,0.332531,0.407374,0.327108,0.328135,0.463805,0.46306,0.461819,0.460083,0.457855,0.455136,0.451931,0.448241,0.444071,0.439426,0.43431,0.428729,0.41447,0.585836,0.584895,0.583327,0.581135,0.578321,0.574887,0.570838,0.566177,0.56091,0.555043,0.548581,0.541532,0.321772,0.454811,0.45408,0.452864,0.451162,0.448977,0.446311,0.443167,0.439549,0.43546,0.430905,0.425888,0.420416,-0.773729,0.679059,-0.831058,-0.131334,0.127648,-0.291442,10.0957
1,0.24,0.635,0.11,0.015,0,0,0,0,0,0,0,0,0.005,0.065,0.275,0.275,0.13,0.115,0.09,0.045,0.055,0.415,0.49,0.04,0,0,0,0,0,0,-1.51014,9.65767,-0.0226928,39.1837,49.7297,44.6512,1.16293,3.24357,1.18721,0.109952,0.276572,0.114802,0.33159,0.525901,0.338824,0.332185,0.469529,0.468775,0.467518,0.465761,0.463506,0.460754,0.457508,0.453773,0.449552,0.444849,0.43967,0.43402,0.450079,0.636167,0.635145,0.633443,0.631063,0.628007,0.624278,0.619881,0.61482,0.6091,0.602729,0.595712,0.588057,0.336217,0.475227,0.474464,0.473192,0.471414,0.469131,0.466346,0.463061,0.45928,0.455008,0.450248,0.445006,0.439288,-0.755244,0.107029,-0.0193645,-0.406627,0.135636,-0.0170793,9.98104
1,0.38,0.55,0.07,0,0,0,0,0,0,0,0,0,0,0.005,0.185,0.465,0.23,0.11,0,0.005,0.27,0.63,0.1,0,0,0,0,0,0,0,-2.17044,9.57075,-1.7582,38.4314,38.2,34.2105,1.20347,1.78049,1.18638,0.105998,0.155818,0.112142,0.325574,0.394737,0.334876,0.329153,0.465244,0.464496,0.463252,0.461511,0.459276,0.456549,0.453333,0.449632,0.445449,0.440789,0.435658,0.43006,0.409203,0.57839,0.577461,0.575914,0.573749,0.570971,0.567581,0.563583,0.558982,0.553782,0.547989,0.541609,0.534649,0.311579,0.440404,0.439696,0.438518,0.43687,0.434754,0.432173,0.429129,0.425625,0.421666,0.417255,0.412397,0.407098,-0.820478,0.636657,-0.754825,-0.146125,0.067436,-0.207664,10.1823
1,0.215,0.68,0.105,0,0,0,0,0,0,0,0,0,0,0.025,0.235,0.415,0.17,0.08,0.05,0.025,0.19,0.525,0.275,0.01,0,0,0,0,0,0,-1.6317,9.46074,-1.22187,36.7308,49.7368,43.3333,1.06828,2.34898,1.48306,0.10024,0.215489,0.140404,0.316607,0.464208,0.374705,0.32428,0.458356,0.45762,0.456393,0.454678,0.452476,0.44979,0.446621,0.442975,0.438854,0.434264,0.429208,0.423693,0.43873,0.620125,0.619129,0.61747,0.615149,0.61217,0.608536,0.604249,0.599316,0.593741,0.58753,0.58069,0.573228,0.352902,0.498812,0.49801,0.496676,0.494809,0.492413,0.489489,0.486042,0.482073,0.477589,0.472593,0.467091,0.461089,-0.777252,0.431625,-0.541834,-0.291988,0.0644453,-0.16464,9.93069
1,0.33,0.585,0.085,0,0,0,0,0,0,0,0,0,0,0.045,0.21,0.365,0.16,0.16,0.04,0.02,0.125,0.52,0.345,0.01,0,0,0,0,0,0,-1.90931,9.68215,-0.668134,37.0588,50.5405,40.6383,1.16997,2.62069,1.29518,0.106177,0.22897,0.115402,0.325848,0.478508,0.339709,0.334535,0.472851,0.472091,0.470826,0.469057,0.466785,0.464014,0.460745,0.456984,0.452733,0.447997,0.442781,0.437091,0.438474,0.619764,0.618769,0.61711,0.614791,0.611814,0.608181,0.603898,0.598967,0.593395,0.587188,0.580352,0.572894,0.311104,0.439732,0.439026,0.437849,0.436204,0.434091,0.431514,0.428474,0.424976,0.421023,0.416619,0.411768,0.406477,-0.822974,0.327657,-0.377607,-0.395368,0.0521789,-0.0623449,10.1085
1,0.35,0.595,0.04,0.01,0.005,0,0,0,0,0,0,0,0,0,0.195,0.475,0.215,0.1,0.015,0,0.35,0.64,0.01,0,0,0,0,0,0,0,-2.06886,9.38484,-2.35344,38.3673,48,37.1698,1.13287,1.80005,1.0372,0.11037,0.157071,0.0957098,0.33222,0.396322,0.30937,0.331496,0.468555,0.467802,0.466548,0.464795,0.462544,0.459798,0.456559,0.452831,0.448619,0.443926,0.438758,0.43312,0.405935,0.573771,0.572849,0.571314,0.569167,0.566411,0.563048,0.559082,0.554517,0.549359,0.543612,0.537283,0.530379,0.30139,0.426002,0.425318,0.424178,0.422584,0.420537,0.41804,0.415096,0.411707,0.407877,0.40361,0.398911,0.393785,-0.809017,0.700274,-0.878141,-0.232064,0.0275501,-0.301237,10.0733
1,0.155,0.69,0.155,0,0,0,0,0,0,0,0,0,0,0.055,0.335,0.235,0.135,0.12,0.07,0.05,0.04,0.38,0.55,0.03,0,0,0,0,0,0,-1.3191,9.65446,0.0995778,40.6383,54.5714,35.4545,1.00643,3.2125,0.991514,0.0948143,0.273828,0.095372,0.307919,0.523286,0.308824,0.313367,0.442931,0.442219,0.441034,0.439377,0.437249,0.434653,0.431591,0.428068,0.424086,0.419649,0.414764,0.409434,0.463772,0.655522,0.654469,0.652715,0.650262,0.647113,0.643271,0.63874,0.633525,0.627631,0.621066,0.613835,0.605948,0.308609,0.436206,0.435505,0.434338,0.432706,0.43061,0.428053,0.425038,0.421568,0.417646,0.413278,0.408466,0.403217,-0.772191,-0.037848,0.0779696,-0.457088,0.019393,0.0259472,9.89407
1,0.42,0.495,0.08,0.005,0,0,0,0,0,0,0,0,0,0.015,0.18,0.44,0.21,0.145,0.01,0,0.23,0.645,0.12,0.005,0,0,0,0,0,0,-2.25262,9.53097,-1.59508,40.625,46.5854,39.2,1.33965,2.02309,1.25146,0.119187,0.172494,0.119654,0.345235,0.415324,0.34591,0.336728,0.47595,0.475186,0.473912,0.472131,0.469845,0.467055,0.463765,0.459979,0.4557,0.450933,0.445683,0.439956,0.421548,0.59584,0.594882,0.593288,0.591059,0.588196,0.584704,0.580585,0.575845,0.570488,0.564521,0.557949,0.550779,0.304677,0.430648,0.429956,0.428804,0.427193,0.425124,0.4226,0.419623,0.416197,0.412326,0.408012,0.403262,0.39808,-0.824952,0.546792,-0.689612,-0.331803,-0.00551373,-0.139155,10.1676
